clarity,price,cut_Fair,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_D,color_E,color_F,color_G,color_H,color_I,color_J,carat,depth,table,x,y,z
2,4853,0,1,0,0,0,0,1,0,0,0,0,0,0.44900743244093244,1.8021565592974715,0.6965280314576612,0.5480614907473863,0.5232168648594395,0.769498234869296
1,1263,0,0,1,0,0,0,0,1,0,0,0,0,-0.5176905017179336,-0.40192037716021023,-0.6508494212395314,-0.38973390348695836,-0.4477514435735772,-0.4560077647250703
1,16824,0,0,0,0,1,0,0,1,0,0,0,0,2.7186460604660962,0.6645684630612506,1.5947796665891227,2.0931910450573072,2.1684687208153868,2.2256877167402482
4,2097,0,0,1,0,0,0,0,1,0,0,0,0,-0.49667532923621915,0.23797292697266526,-0.6508494212395314,-0.36293974936597684,-0.4027992070720488,-0.3550837412290639
3,933,0,0,0,1,0,1,0,0,0,0,0,0,-0.9169787788705089,-1.0418136812930907,0.24740221389193032,-0.9524111400275651,-0.9871782815919208,-1.0615519057011107
4,680,0,0,1,0,0,0,0,1,0,0,0,0,-1.0220546412790812,-0.8285159132487956,-0.6508494212395314,-1.193558527116397,-1.1759776748983408,-1.248982235050837
4,506,0,1,0,0,0,0,0,0,0,0,0,1,-1.0430698137607959,1.304461767194126,-2.447352691502455,-1.2828723741863344,-1.3108343844029269,-1.1768936468394033
3,4128,0,0,0,1,0,0,0,0,0,1,0,0,0.2388557076237877,0.09577441494313513,0.6965280314576612,0.44981625897045546,0.4063410499554653,0.4378907290967022
2,1770,0,0,0,1,0,1,0,0,0,0,0,0,-0.5387056741996481,-2.463798801588372,1.5947796665891227,-0.30935144112401464,-0.3668374178708259,-0.6001849411479371
3,561,0,0,0,1,0,0,0,0,1,0,0,0,-1.0010394687973667,-0.8996151692635607,0.24740221389193032,-1.1756957577024092,-1.1759776748983408,-1.248982235050837
3,15152,1,0,0,0,0,1,0,0,0,0,0,0,1.4997660565266566,3.0108439115484624,-0.20172360367380052,1.2893664214278684,1.2154813069829802,1.6778144463333555
2,567,0,0,1,0,0,1,0,0,0,0,0,0,-0.9800242963156522,0.1668736709579002,-0.6508494212395314,-1.1489016035814277,-1.1310254383968124,-1.1192227762702573
5,2536,0,0,1,0,0,0,0,0,0,1,0,0,-0.2024629144922166,-0.18862260911592008,-0.6508494212395314,0.012178408327761021,-0.01620997315890319,-0.023476235456470734
2,751,0,0,0,0,1,0,0,0,1,0,0,0,-0.790887743980222,0.1668736709579002,-1.549101056370993,-0.8273717541296528,-0.8163597828861118,-0.8020329881399505
2,17895,0,0,1,0,0,0,0,0,0,0,1,0,2.9498129577649563,-0.04642409708638995,-1.0999752388052622,2.361132586267119,2.411210797923641,2.3698648931631143
1,16558,0,0,0,0,1,0,0,0,0,0,1,0,3.0338736476918142,-0.04642409708638995,0.11266446862221235,2.361132586267119,2.429191692524252,2.3698648931631143
2,1338,0,1,0,0,0,0,0,0,1,0,0,0,-0.5807360191630772,1.304461767194126,-0.6508494212395314,-0.5683615976268337,-0.5915986003784689,-0.44159004708278393
3,2805,0,0,0,1,0,0,0,1,0,0,0,0,-0.1184022245653586,-0.04642409708638995,0.24740221389193032,0.11042364010469187,0.046723157943237094,0.07744778803953566
3,4372,0,0,0,0,1,0,0,0,0,0,0,1,0.6171288122946484,0.38017143900219036,0.6965280314576612,0.7445519543012488,0.8109111784692228,0.8271691054384427
4,526,0,0,0,0,1,0,0,0,0,1,0,0,-1.0430698137607959,-0.9707144252783257,1.5947796665891227,-1.2739409894793408,-1.2479012533007867,-1.3354885409045572
2,2681,0,1,0,0,0,1,0,0,0,0,0,0,-0.2024629144922166,0.5934692070464855,1.145653849023392,-0.13965513169113283,-0.10611444616196004,-0.05231167074104408
6,752,0,0,1,0,0,1,0,0,0,0,0,0,-1.106115331205939,-0.04642409708638995,-0.20172360367380052,-1.363254836549278,-1.4097293047062893,-1.3787416938314168
3,1707,0,0,1,0,0,0,1,0,0,0,0,0,-0.5597208466813627,-0.6863174012192705,-1.0999752388052622,-0.4165280576079398,-0.3848183124714378,-0.4704254823673573
1,540,0,0,0,1,0,0,1,0,0,0,0,0,-1.0430698137607959,0.09577441494313513,0.24740221389193032,-1.2650096047723471,-1.3018439371026205,-1.2633999526931234
0,8408,0,0,0,1,0,0,0,0,0,0,1,0,2.6135701980575243,-1.7528062414407313,1.5947796665891227,2.298612893318164,2.267363641118749,1.9805865168213752
2,3629,0,0,1,0,0,0,0,0,0,1,0,0,0.2178405351420732,0.7356677190760106,-0.20172360367380052,0.38729656602149887,0.37037926075424243,0.4667261643812755
7,1116,0,0,1,0,0,0,0,0,0,1,0,0,-1.0010394687973667,-0.4730196331749753,-0.6508494212395314,-1.1310388341674404,-1.1490063329974234,-1.1768936468394033
1,435,0,0,0,0,1,0,1,0,0,0,0,0,-1.0220546412790812,-0.40192037716021023,1.5947796665891227,-1.2203526812373777,-1.2209299113998693,-1.248982235050837
1,4455,0,0,1,0,0,0,0,0,1,0,0,0,0.512052949886076,-0.7574166572340305,-0.20172360367380052,0.7892088778362183,0.703025810865554,0.6397387760887157
2,1350,0,1,0,0,0,0,0,0,1,0,0,0,-0.4126146393093614,2.513149119445112,-0.6508494212395314,-0.46118498114290846,-0.42078010167266067,-0.16765341187933747
4,899,0,0,0,0,1,0,0,0,1,0,0,0,-0.8119029164619365,-1.255111449337381,1.5947796665891227,-0.8541659082506343,-0.7803979936848889,-0.9317924469205302
3,1021,0,0,0,1,0,1,0,0,0,0,0,0,-0.8749484339070799,-0.6863174012192705,0.24740221389193032,-0.8898914470786086,-0.9422260450903923,-0.9750455998473906
5,828,0,0,1,0,0,0,0,0,0,1,0,0,-1.0010394687973667,0.1668736709579002,-1.0999752388052622,-1.1667643729954156,-1.2029490167992583,-1.162475929197117
2,3190,0,0,0,1,0,0,0,0,1,0,0,0,0.1968253626603587,-0.4730196331749753,0.24740221389193032,0.458747643677449,0.3973506026551598,0.36580214088526913
1,1235,1,0,0,0,0,0,0,0,0,1,0,0,-0.34956912186421785,2.086553583356532,1.5947796665891227,-0.3540083646589833,-0.4117896543723551,-0.15323569423705047
2,540,0,0,1,0,0,0,0,0,0,1,0,0,-1.0430698137607959,0.8067669750907757,-0.20172360367380052,-1.2650096047723471,-1.3018439371026205,-1.2057290821239768
1,17805,0,0,0,1,0,0,0,0,0,1,0,0,2.7186460604660962,-0.8285159132487956,0.6965280314576612,2.271818739197182,2.2403922992178327,2.110345975601955
3,1599,0,0,0,0,1,1,0,0,0,0,0,0,-0.6017511916447916,1.375561023208891,-1.0999752388052622,-0.6040871364548087,-0.5736177057778578,-0.44159004708278393
4,11580,0,0,1,0,0,0,0,1,0,0,0,0,1.0164170894472235,-0.04642409708638995,-1.0999752388052622,1.146464266115968,1.1255768339799235,1.1299411759264626
1,4811,0,0,0,1,0,1,0,0,0,0,0,0,0.512052949886076,-0.5441188891897404,0.6965280314576612,0.7266891848872616,0.703025810865554,0.6397387760887157
5,544,0,0,0,1,0,0,0,0,0,0,1,0,-1.0220546412790812,0.23797292697266526,0.24740221389193032,-1.2471468353583592,-1.2209299113998693,-1.2057290821239768
2,6523,0,1,0,0,0,0,0,0,0,0,0,1,1.4787508840449421,1.9443550713270017,-0.6508494212395314,1.2179153437719183,1.305385779986037,1.533637269910488
7,1041,0,0,1,0,0,0,0,0,1,0,0,0,-0.9379939513522234,0.024675158928370067,-0.6508494212395314,-1.0327936023905089,-1.086073201895284,-1.0471341880588236
1,522,0,0,1,0,0,1,0,0,0,0,0,0,-0.9379939513522234,0.024675158928370067,-0.20172360367380052,-1.068519141218484,-1.0411209653937548,-1.0471341880588236
2,5976,0,0,1,0,0,0,0,0,0,0,1,0,0.9323563995203655,0.45127069501695544,-0.20172360367380052,1.039287649632043,1.0266819136765601,1.086688022999602
4,1027,0,0,1,0,0,0,1,0,0,0,0,0,-0.8749484339070799,0.23797292697266526,-0.20172360367380052,-0.9881366788555402,-0.969197386991309,-0.9462101645628171
3,1778,0,0,1,0,0,0,0,1,0,0,0,0,-0.49667532923621915,-0.6863174012192705,-0.6508494212395314,-0.3540083646589833,-0.3848183124714378,-0.44159004708278393
4,2671,0,0,0,0,1,0,1,0,0,0,0,0,-0.2024629144922166,0.6645684630612506,1.145653849023392,-0.1217923622771457,-0.07914310426104347,-0.023476235456470734
2,449,0,0,0,1,0,0,0,0,0,1,0,0,-1.0010394687973667,-0.3308211211454502,1.145653849023392,-1.2203526812373777,-1.1759776748983408,-1.2201467997662636
1,4291,0,0,0,1,0,0,0,0,0,0,1,0,1.037432261928938,-0.4730196331749753,2.0439054841548536,1.1375328814089747,1.0896150447787005,1.0434348700727418
2,780,0,0,1,0,0,1,0,0,0,0,0,0,-0.9800242963156522,0.6645684630612506,-1.0999752388052622,-1.1489016035814277,-1.1939585694989518,-1.1048050586279703
3,2891,0,0,1,0,0,0,0,1,0,0,0,0,-0.1814477420105021,-0.40192037716021023,-0.6508494212395314,0.0032470236207674526,0.03773271064293077,-0.023476235456470734
7,954,0,0,0,1,0,0,0,0,1,0,0,0,-1.0010394687973667,-1.6817069854259663,0.6965280314576612,-1.1131760647534525,-1.0950636491955894,-1.248982235050837
6,478,0,0,0,0,1,0,1,0,0,0,0,0,-1.1691608486510827,1.162263255164596,-0.20172360367380052,-1.6222649930520971,-1.5985286980127094,-1.5085011526119965
3,802,0,0,1,0,0,0,0,1,0,0,0,0,-1.0220546412790812,0.5934692070464855,-0.20172360367380052,-1.2471468353583592,-1.292853489802315,-1.2057290821239768
4,7928,0,0,1,0,0,0,0,0,0,1,0,0,0.869310882075222,0.7356677190760106,-1.549101056370993,0.9678365719760929,0.9457678879738088,1.0434348700727418
4,830,0,0,0,1,0,0,0,0,0,0,0,1,-0.8119029164619365,-0.3308211211454502,0.6965280314576612,-0.8452345235436399,-0.8882833612885576,-0.8885392939936705
5,3833,0,0,0,0,1,0,1,0,0,0,0,0,-0.0763718796019296,-0.8285159132487956,0.6965280314576612,0.11042364010469187,0.19057031474812872,0.04861235275496231
1,3057,0,0,0,0,1,1,0,0,0,0,0,0,0.2598708801055022,-1.1129129373078508,1.5947796665891227,0.4855417977984297,0.5322073121597459,0.36580214088526913
3,14830,0,0,0,0,1,0,0,0,0,0,0,1,3.1809798550638155,-1.468409217381671,1.145653849023392,2.5040347415790194,2.5730388493291434,2.2689408696671087
3,579,0,0,1,0,0,0,0,0,1,0,0,0,-0.9800242963156522,-0.40192037716021023,-1.0999752388052622,-1.1310388341674404,-1.1130445437962004,-1.14805821155483
5,8743,0,0,1,0,0,0,0,0,1,0,0,0,0.7222046747032205,0.38017143900219036,-1.0999752388052622,0.8160030319571989,0.8918252041719741,0.9280931289344484
5,907,0,0,1,0,0,0,0,0,1,0,0,0,-1.0220546412790812,0.024675158928370067,-0.6508494212395314,-1.2203526812373777,-1.274872595201704,-1.23456451740855
1,2337,0,0,0,1,0,1,0,0,0,0,0,0,-0.0973870520836441,-0.8285159132487956,-0.6508494212395314,0.19080610246763638,0.1546085255469058,0.07744778803953566
2,697,0,0,1,0,0,0,0,1,0,0,0,0,-0.8539332614253654,0.024675158928370067,-0.20172360367380052,-0.934548370613578,-0.8972738085888631,-0.9029570116359569
2,6857,0,0,0,1,0,0,0,0,0,0,0,1,1.9410846786426605,0.1668736709579002,-0.6508494212395314,1.8163181191405002,1.7728890396019348,1.8075739051139352
4,2868,0,0,1,0,0,0,0,0,0,0,1,0,-0.1604325695287876,0.45127069501695544,-1.0999752388052622,-0.005684361086226911,0.019751816042319716,0.06303007039724931
2,792,0,0,0,0,1,0,0,1,0,0,0,0,-0.7698725714985075,0.45127069501695544,-0.6508494212395314,-0.8184403694226592,-0.7983788882855007,-0.7587798352130908
3,942,0,0,1,0,0,1,0,0,0,0,0,0,-1.0220546412790812,0.5223699510317205,-0.20172360367380052,-1.2203526812373777,-1.274872595201704,-1.1913113644816904
1,2137,0,0,0,1,0,0,0,1,0,0,0,0,-0.1814477420105021,-1.1129129373078508,1.145653849023392,0.06576671656972323,0.03773271064293077,-0.08114710602561742
2,1154,0,0,1,0,0,0,0,0,0,1,0,0,-0.6227663641265061,0.30907218298743033,-1.998226873936724,-0.5951557517478152,-0.5286654692763294,-0.528096352936504
2,552,0,0,1,0,0,1,0,0,0,0,0,0,-1.0430698137607959,-0.5441188891897404,-1.549101056370993,-1.2382154506513656,-1.2389108060004812,-1.2778176703354103
1,421,0,0,0,0,1,0,1,0,0,0,0,0,-1.0430698137607959,0.09577441494313513,0.24740221389193032,-1.291803758893328,-1.274872595201704,-1.2633999526931234
2,4195,0,1,0,0,0,0,0,0,1,0,0,0,0.44900743244093244,1.304461767194126,0.24740221389193032,0.5034045672124177,0.5591786540606625,0.6974096466578616
2,571,0,0,0,0,1,1,0,0,0,0,0,0,-1.0220546412790812,0.8067669750907757,-0.6508494212395314,-1.2650096047723471,-1.2479012533007867,-1.1768936468394033
5,840,0,0,1,0,0,0,1,0,0,0,0,0,-0.9800242963156522,0.23797292697266526,-1.549101056370993,-1.139970218874434,-1.1310254383968124,-1.1048050586279703
2,5098,0,0,0,1,0,0,0,0,0,0,1,0,0.8482957095935075,-0.2597218651306851,-0.20172360367380052,1.0214248802180559,0.96374878257442,0.9569285642190224
2,5139,0,0,0,1,0,0,0,0,0,1,0,0,0.743219847184935,-0.6152181452045055,-0.20172360367380052,0.9589051872690992,0.8918252041719741,0.8415868230807291
2,5055,0,0,1,0,0,0,0,0,1,0,0,0,0.47002260492264697,0.7356677190760106,-0.20172360367380052,0.5837870295753613,0.5591786540606625,0.668574211373289
3,4166,1,0,0,0,0,0,0,0,0,1,0,0,0.42799225995921797,3.579637959666573,2.4930313017205843,0.4140907201424804,0.31643657695240845,0.8127513877961551
1,2394,1,0,0,0,0,0,0,1,0,0,0,0,-0.2024629144922166,2.370950607415582,-2.447352691502455,-0.07713543874217706,-0.14207623536318295,0.16395409389325571
3,5766,0,0,0,0,1,0,0,0,1,0,0,0,0.42799225995921797,-1.9661040094850215,2.0439054841548536,0.682032261352293,0.7479780473670825,0.4523084467389892
1,11090,0,0,1,0,0,0,1,0,0,0,0,0,1.7099177813438016,0.8778662311055407,1.145653849023392,1.5394451932236939,1.5211565151933746,1.6489790110487814
3,7006,0,0,0,1,0,0,0,0,0,1,0,0,1.2475839867460825,0.5223699510317205,0.6965280314576612,1.2893664214278684,1.2334622015835912,1.3317892229184753
2,16280,0,0,0,0,1,0,0,0,0,1,0,0,2.5295095081306664,-0.6152181452045055,0.24740221389193032,2.0931910450573072,2.1774591681156923,2.0238396697482357
1,4666,0,0,1,0,0,0,1,0,0,0,0,0,0.44900743244093244,-0.40192037716021023,-1.549101056370993,0.682032261352293,0.7120162581658596,0.6397387760887157
5,827,0,0,0,1,0,0,0,0,0,0,1,0,-0.8119029164619365,0.45127069501695544,1.145653849023392,-0.9166856011995901,-0.8972738085888631,-0.8597038587090972
3,6352,0,0,0,1,0,0,0,1,0,0,0,0,0.42799225995921797,0.5934692070464855,1.145653849023392,0.5034045672124177,0.5771595486612743,0.6109033408041422
2,1723,0,0,1,0,0,1,0,0,0,0,0,0,-0.49667532923621915,-0.2597218651306851,-0.20172360367380052,-0.3718711340729712,-0.3488565232702148,-0.3839191765136373
6,769,0,0,1,0,0,0,1,0,0,0,0,0,-1.1271305036876538,0.1668736709579002,-0.6508494212395314,-1.4257745294982347,-1.4726624358084295,-1.421994846758277
6,1021,0,0,1,0,0,0,0,1,0,0,0,0,-0.9800242963156522,0.024675158928370067,-0.20172360367380052,-1.1310388341674404,-1.157996780297729,-1.1336404939125437
2,5226,0,0,1,0,0,1,0,0,0,0,0,0,0.2178405351420732,-0.40192037716021023,-1.0999752388052622,0.4676790283844426,0.4333123918563827,0.39463757616984246
2,3881,0,0,0,1,0,0,0,1,0,0,0,0,0.42799225995921797,-1.6817069854259663,2.0439054841548536,0.7356205695942553,0.7120162581658596,0.4955615996658489
3,8030,0,0,0,1,0,0,0,0,1,0,0,0,0.8482957095935075,0.38017143900219036,-0.6508494212395314,0.9589051872690992,0.8558634149707512,0.9569285642190224
1,3660,0,1,0,0,0,1,0,0,0,0,0,0,0.2388557076237877,1.091163999149831,2.0439054841548536,0.25332579541659217,0.32542702425271397,0.42347301145441585
2,1574,0,0,0,0,1,1,0,0,0,0,0,0,-0.6017511916447916,1.2333625111793611,-1.0999752388052622,-0.5683615976268337,-0.5826081530781633,-0.44159004708278393
3,5759,0,0,0,1,0,0,0,0,1,0,0,0,0.44900743244093244,-1.1129129373078508,0.6965280314576612,0.6731008766452995,0.738987600066777,0.5532324702349956
4,1055,0,0,1,0,0,0,0,0,1,0,0,0,-0.7278422265350785,0.7356677190760106,0.24740221389193032,-0.8005776000086713,-0.7624170990842778,-0.7011089646439441
4,1383,0,0,1,0,0,0,0,0,0,0,1,0,-0.5597208466813627,-0.11752335310115501,-0.20172360367380052,-0.46118498114290846,-0.49270368007510645,-0.48484320000964365
4,13513,0,0,0,1,0,0,1,0,0,0,0,0,1.4787508840449421,-1.1840121933226158,1.145653849023392,1.5126510391027124,1.5750991989952092,1.3606246582030492
3,766,0,0,0,0,1,0,0,0,1,0,0,0,-0.8749484339070799,-1.8239054974554914,1.145653849023392,-0.9166856011995901,-0.8972738085888631,-1.0759696233433969
4,4181,0,0,1,0,0,0,0,0,1,0,0,0,0.07073432777007169,0.23797292697266526,-0.20172360367380052,0.23546302600260502,0.27148434045088005,0.2792958350315491
3,579,0,0,1,0,0,0,0,0,1,0,0,0,-0.9800242963156522,0.30907218298743033,-0.6508494212395314,-1.157832988288422,-1.157996780297729,-1.1192227762702573
4,1262,0,0,0,0,1,0,0,0,0,0,1,0,-0.5807360191630772,-0.18862260911592008,-0.5161116759698133,-0.5058419046778772,-0.4837132327748001,-0.513678635294217
4,979,0,0,1,0,0,0,1,0,0,0,0,0,-0.8749484339070799,0.5934692070464855,-1.7736639651538584,-0.9970680635625337,-0.9602069396910033,-0.9173747292782438
6,1197,0,0,0,0,1,1,0,0,0,0,0,0,-0.790887743980222,-0.2597218651306851,-1.0999752388052622,-0.8095089847156648,-0.7803979936848889,-0.8164507057822368
2,6857,0,1,0,0,0,0,0,0,0,1,0,0,1.079462606892367,-2.7481958256474273,2.0439054841548536,1.298297806134862,1.3683189110881775,0.9280931289344484
4,3041,0,0,1,0,0,0,0,0,1,0,0,0,-0.1394173970470731,0.024675158928370067,-0.20172360367380052,0.04790394715573609,0.07369449984415367,0.06303007039724931
3,900,0,0,1,0,0,0,1,0,0,0,0,0,-1.0010394687973667,-0.11752335310115501,-1.0999752388052622,-1.1667643729954156,-1.1849681221986463,-1.1768936468394033
4,631,0,0,0,0,1,0,0,0,0,1,0,0,-0.9169787788705089,-0.11752335310115501,0.6965280314576612,-1.0774505259254783,-1.0411209653937548,-1.0615519057011107
3,3073,0,0,1,0,0,0,0,0,1,0,0,0,-0.0973870520836441,-0.11752335310115501,-1.0999752388052622,0.11935502481168624,0.14561807824659947,0.120700940966396
0,1828,0,0,0,1,0,0,0,0,0,0,1,0,0.1337798452152152,0.5934692070464855,-0.6508494212395314,0.3426396424865302,0.27148434045088005,0.38021985852755547
3,5593,0,0,0,1,0,0,0,0,1,0,0,0,0.47002260492264697,0.8067669750907757,0.24740221389193032,0.6105811836963428,0.5771595486612743,0.6974096466578616
2,4096,0,0,0,1,0,0,0,0,1,0,0,0,0.6591591572580775,-0.6152181452045055,0.6965280314576612,0.8606599554921683,0.8199016257695283,0.769498234869296
3,2648,0,0,1,0,0,0,0,1,0,0,0,0,-0.2865236044190744,0.45127069501695544,-1.549101056370993,-0.15751790110512076,-0.10611444616196004,-0.08114710602561742
3,2749,0,1,0,0,0,1,0,0,0,0,0,0,-0.2024629144922166,-2.677096569632662,2.0439054841548536,0.04790394715573609,0.12763718364598842,-0.22532428244848415
3,7763,0,0,0,1,0,0,0,0,0,0,0,1,1.604841918935229,-0.04642409708638995,0.24740221389193032,1.503719654395719,1.5571183043945975,1.5192195522682017
4,1430,0,1,0,0,0,0,0,1,0,0,0,0,-0.6437815366082207,-2.0372032654997865,1.3702167578062574,-0.49691051997088354,-0.4657323381741891,-0.7011089646439441
3,1059,0,0,1,0,0,0,0,1,0,0,0,0,-0.8329180889436509,1.162263255164596,-1.549101056370993,-0.8898914470786086,-0.9422260450903923,-0.7876152704976634
1,5214,0,0,0,1,0,0,0,0,0,1,0,0,1.121492951855796,0.09577441494313513,0.24740221389193032,1.2000525743579311,1.15254817588084,1.1876120464956093
1,9789,0,0,0,1,0,1,0,0,0,0,0,0,1.520781229008371,-0.18862260911592008,1.145653849023392,1.5305138085167005,1.4941851732924571,1.4759663993413414
2,2420,0,0,0,1,0,0,0,0,0,1,0,0,-0.013326362156786085,0.8778662311055407,-1.549101056370993,0.1550805636396613,0.1186467363456829,0.2216249644624024
5,3210,0,0,0,1,0,1,0,0,0,0,0,0,-0.2024629144922166,-0.18862260911592008,1.145653849023392,-0.01461574579322048,-0.07914310426104347,-0.06672938838333044
4,7294,0,0,1,0,0,0,0,0,0,1,0,0,0.8482957095935075,0.1668736709579002,-0.20172360367380052,0.8606599554921683,0.927786993373197,0.9136754112921621
5,1142,0,0,1,0,0,0,0,1,0,0,0,0,-0.790887743980222,-0.3308211211454502,-0.20172360367380052,-0.8273717541296528,-0.8163597828861118,-0.8452861410668102
3,1453,0,0,1,0,0,0,0,0,0,1,0,0,-0.5387056741996481,-0.18862260911592008,-1.0999752388052622,-0.42545944231493343,-0.4027992070720488,-0.42717232944049693
2,9158,0,1,0,0,0,0,0,0,0,1,0,0,1.8990543336792316,1.6599580472679414,0.24740221389193032,1.6198276555866378,1.6020705408961258,1.865244775683082
1,1311,0,0,0,0,1,0,0,1,0,0,0,0,-0.2865236044190744,-0.11752335310115501,-1.549101056370993,-0.0949982081561642,-0.07914310426104347,-0.09556482366790378
2,4330,0,0,0,1,0,0,1,0,0,0,0,0,0.44900743244093244,-0.04642409708638995,-0.6508494212395314,0.6373753378173244,0.5951404432618854,0.6109033408041422
5,982,0,0,1,0,0,1,0,0,0,0,0,0,-1.0220546412790812,-0.11752335310115501,-0.6508494212395314,-1.2024899118233907,-1.2479012533007867,-1.2201467997662636
4,1667,0,0,0,0,1,0,0,0,1,0,0,0,-0.5176905017179336,-1.6817069854259663,2.0439054841548536,-0.36293974936597684,-0.330875628669603,-0.528096352936504
2,829,0,0,0,0,1,0,0,0,0,0,1,0,-0.790887743980222,1.2333625111793611,-1.549101056370993,-0.8630972929576278,-0.9062642558891695,-0.7587798352130908
1,4151,0,0,0,1,0,0,0,1,0,0,0,0,0.47002260492264697,0.6645684630612506,0.6965280314576612,0.5837870295753613,0.6490831270637202,0.6974096466578616
3,2543,0,0,0,0,1,0,0,0,1,0,0,0,-0.1814477420105021,-0.18862260911592008,-0.20172360367380052,-0.03247851520720762,0.0017709214417086642,-0.037893953098757725
7,883,0,0,1,0,0,0,0,0,1,0,0,0,-1.0010394687973667,0.38017143900219036,-1.549101056370993,-1.193558527116397,-1.1939585694989518,-1.14805821155483
3,1838,0,0,1,0,0,0,1,0,0,0,0,0,-0.43362981179107585,0.30907218298743033,0.24740221389193032,-0.3361455952449961,-0.3039042867686864,-0.28299515301763084
2,6327,0,0,0,1,0,0,0,0,0,1,0,0,0.9323563995203655,-1.1840121933226158,0.24740221389193032,1.1732584202369496,1.15254817588084,0.9857639995035952
2,737,0,0,1,0,0,0,1,0,0,0,0,0,-0.8329180889436509,-0.40192037716021023,-0.20172360367380052,-0.9166856011995901,-0.8882833612885576,-0.9317924469205302
3,702,0,0,1,0,0,0,1,0,0,0,0,0,-1.0010394687973667,0.23797292697266526,-0.6508494212395314,-1.2024899118233907,-1.1849681221986463,-1.162475929197117
4,895,0,0,1,0,0,0,0,1,0,0,0,0,-0.8539332614253654,0.5223699510317205,-0.20172360367380052,-0.9524111400275651,-0.933235597790086,-0.8885392939936705
5,5684,0,0,0,0,1,0,0,0,0,1,0,0,0.44900743244093244,-1.5395084733964362,2.4930313017205843,0.7356205695942553,0.6670640216643312,0.4955615996658489
2,2623,0,0,1,0,0,0,0,0,0,0,1,0,-0.2024629144922166,-0.11752335310115501,-0.6508494212395314,-0.03247851520720762,-0.01620997315890319,-0.037893953098757725
2,5102,0,0,1,0,0,0,0,0,0,1,0,0,0.512052949886076,0.38017143900219036,-0.20172360367380052,0.646306722524318,0.6760544689646375,0.7118273643001493
7,826,0,0,1,0,0,0,0,0,1,0,0,0,-1.0430698137607959,0.5934692070464855,-1.549101056370993,-1.2739409894793408,-1.2568917006010922,-1.2057290821239768
2,756,0,0,0,0,1,1,0,0,0,0,0,0,-1.0010394687973667,0.9489654871203058,-0.20172360367380052,-1.2024899118233907,-1.2209299113998693,-1.1192227762702573
1,1121,0,0,1,0,0,0,0,0,1,0,0,0,-0.6017511916447916,0.09577441494313513,-1.0999752388052622,-0.5415674435058522,-0.5286654692763294,-0.528096352936504
1,4679,0,0,0,0,1,1,0,0,0,0,0,0,0.49103777740436144,-0.3308211211454502,1.5947796665891227,0.6552381072313115,0.685044916264943,0.6253210584464293
1,8034,0,0,1,0,0,0,0,0,0,1,0,0,1.5417964014900856,0.45127069501695544,0.24740221389193032,1.423337192032775,1.4851947259921516,1.5192195522682017
3,2680,0,0,1,0,0,0,0,0,0,0,1,0,-0.0973870520836441,-0.9707144252783257,0.6965280314576612,0.11935502481168624,0.1546085255469058,0.019776917470388965
4,1069,0,0,0,1,0,0,0,0,1,0,0,0,-0.8749484339070799,0.09577441494313513,-0.6508494212395314,-0.934548370613578,-0.9871782815919208,-0.9462101645628171
3,2846,0,0,0,1,0,0,0,0,1,0,0,0,-0.055356707120215086,-0.3308211211454502,1.145653849023392,0.1640119483466549,0.07369449984415367,0.07744778803953566
5,907,0,0,1,0,0,0,0,0,1,0,0,0,-1.0220546412790812,0.45127069501695544,-0.6508494212395314,-1.2292840659443722,-1.274872595201704,-1.2057290821239768
3,1693,0,0,0,0,1,0,0,1,0,0,0,0,-0.5597208466813627,-1.8239054974554914,0.24740221389193032,-0.38973390348695836,-0.3758278651711322,-0.5713495058633636
2,5418,0,0,1,0,0,0,0,0,0,1,0,0,0.49103777740436144,-0.04642409708638995,-0.20172360367380052,0.6641694919383051,0.721006705466166,0.6829919290155753
5,10111,0,0,0,1,0,0,0,0,1,0,0,0,0.8903260545569365,0.1668736709579002,0.24740221389193032,1.0482190343390374,1.0087010190759484,1.0434348700727418
3,1968,0,0,0,1,0,0,0,0,0,0,0,1,-0.1814477420105021,-1.1840121933226158,1.5947796665891227,0.08362948598371117,0.03773271064293077,-0.08114710602561742
1,2938,0,0,1,0,0,0,1,0,0,0,0,0,0.028703982806642915,-1.1129129373078508,-0.20172360367380052,0.3337082577795359,0.2984556823517966,0.17837181153554268
1,1011,0,0,0,1,0,0,1,0,0,0,0,0,-0.6437815366082207,-0.6152181452045055,-0.20172360367380052,-0.5504988282128458,-0.5915986003784689,-0.6290203764325104
2,3689,0,1,0,0,0,1,0,0,0,0,0,0,0.2178405351420732,1.6599580472679414,-0.6508494212395314,0.30691410365855515,0.28047478775118556,0.4955615996658489
3,956,0,0,0,1,0,0,1,0,0,0,0,0,-0.9590091238339378,0.7356677190760106,0.24740221389193032,-1.139970218874434,-1.1669872275980353,-1.0759696233433969
3,10662,0,0,0,1,0,0,0,0,0,0,1,0,1.8990543336792316,0.6645684630612506,0.24740221389193032,1.646621809707619,1.6110609881964313,1.7210675992602158
4,5834,0,1,0,0,0,0,0,0,0,0,1,0,0.911341227038651,1.304461767194126,0.6965280314576612,0.9231796484411242,1.0087010190759484,1.1443588935687488
4,7466,0,1,0,0,0,0,1,0,0,0,0,0,0.44900743244093244,1.304461767194126,-1.549101056370993,0.5837870295753613,0.5322073121597459,0.7262450819424356
